Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care Instructions (product.metafields.custom.care_instructions),Materials (product.metafields.custom.materials),Shipping & Returns (product.metafields.custom.shipping_returns),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
longsleeved-baby-bodysuit-sahara,"Baby Long Sleeve Bodysuit — Organic Egyptian Cotton, Sahara","<p>Soft enough for all day, practical enough for every change.</p>

<p>This long sleeve bodysuit is crafted from 100% organic Egyptian cotton with a henley-style snap placket at the chest for easy dressing. Crotch poppers allow quick nappy changes without fully undressing your baby.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that sits gently against skin and gets softer with every wash. Long sleeves provide warmth and coverage for cooler days while remaining lightweight enough for layering.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Henley-style snap placket for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Naturally breathable and temperature regulating</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our warm Sahara — a rich, earthy neutral. An everyday layering essential for cooler weather.</p>",Caico Cotton,Uncategorized,"","baby, Baby Clothes, bodysuit, organic egyptian cotton",true,Size,3-6M,,Material,100% Organic Egyptian Cotton,,,,,BBL-SAH-3-6M,0.0,shopify,23,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890450.jpg?v=1658505036,1,"Baby dungarees in dusty blush organic Egyptian cotton, front view",false,Baby Long Sleeve Bodysuit Sahara — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton long sleeve bodysuit in Sahara. GOTS certified, hypoallergenic. Sizes 3-18M. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890450.jpg?v=1658505036,kg,,100.31,true,,,active
longsleeved-baby-bodysuit-sahara,,,,,,,,,6-9M,,,100% Organic Egyptian Cotton,,,,,BBL-SAH-6-9M,0.0,shopify,24,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910236.jpg?v=1658700925,2,"Baby dungarees in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890450.jpg?v=1658505036,kg,,100.31,,,,
longsleeved-baby-bodysuit-sahara,,,,,,,,,9-12M,,,100% Organic Egyptian Cotton,,,,,BBL-SAH-9-12M,0.0,shopify,24,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890451.jpg?v=1658700925,3,"Baby dungarees in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890450.jpg?v=1658505036,kg,,100.31,,,,
longsleeved-baby-bodysuit-sahara,,,,,,,,,12-18M,,,100% Organic Egyptian Cotton,,,,,BBL-SAH-12-18M,0.0,shopify,20,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890453.jpg?v=1658700925,4,"Baby dungarees in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890450.jpg?v=1658505036,kg,,100.31,,,,
longsleeved-baby-bodysuit-dusky-blue,"Baby Long Sleeve Bodysuit — Organic Egyptian Cotton, Dusky Blue","<p>Soft enough for all day, practical enough for every change.</p>

<p>This long sleeve bodysuit is crafted from 100% organic Egyptian cotton with a henley-style snap placket at the chest for easy dressing. Crotch poppers allow quick nappy changes without fully undressing your baby.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that sits gently against skin and gets softer with every wash. Long sleeves provide warmth and coverage for cooler days while remaining lightweight enough for layering.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Henley-style snap placket for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Naturally breathable and temperature regulating</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. An everyday layering essential for cooler weather.</p>",Caico Cotton,Uncategorized,"","baby, Baby Clothes, bodysuit, organic egyptian cotton",true,Size,3-6M,,Material,100% Organic Egyptian Cotton,,,,,BBL-BLUE-3-6M,0.0,shopify,15,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890442.jpg?v=1658504793,1,"Baby dungarees in dusty blush organic Egyptian cotton, front view",false,Baby Long Sleeve Bodysuit Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton long sleeve bodysuit in Dusky Blue. GOTS certified, hypoallergenic. Sizes 3-18M. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890442.jpg?v=1658504793,kg,,100.31,true,,,active
longsleeved-baby-bodysuit-dusky-blue,,,,,,,,,6-9M,,,100% Organic Egyptian Cotton,,,,,BBL-BLUE-6-9M,0.0,shopify,16,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910403.jpg?v=1658700850,2,"Baby dungarees in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890442.jpg?v=1658504793,kg,,100.31,,,,
longsleeved-baby-bodysuit-dusky-blue,,,,,,,,,9-12M,,,100% Organic Egyptian Cotton,,,,,BBL-BLUE-9-12M,0.0,shopify,18,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890443.jpg?v=1658700850,3,"Baby dungarees in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890442.jpg?v=1658504793,kg,,100.31,,,,
longsleeved-baby-bodysuit-dusky-blue,,,,,,,,,12-18M,,,100% Organic Egyptian Cotton,,,,,OBBL-BLUE-12-18MO,0.0,shopify,20,deny,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890442.jpg?v=1658504793,kg,,100.31,,,,
longsleeved-baby-bodysuit-dusty-blush,"Baby Long Sleeve Bodysuit — Organic Egyptian Cotton, Dusty Blush","<p>Soft enough for all day, practical enough for every change.</p>

<p>This long sleeve bodysuit is crafted from 100% organic Egyptian cotton with a henley-style snap placket at the chest for easy dressing. Crotch poppers allow quick nappy changes without fully undressing your baby.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that sits gently against skin and gets softer with every wash. Long sleeves provide warmth and coverage for cooler days while remaining lightweight enough for layering.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Henley-style snap placket for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Naturally breathable and temperature regulating</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our gentle Dusty Blush. An everyday layering essential for cooler weather.</p>",Caico Cotton,Uncategorized,"","baby, Baby Clothes, bodysuit, organic egyptian cotton",true,Size,3-6M,,Material,100% Organic Egyptian Cotton,,,,,BBL-BLUSH-3-6M,0.0,shopify,13,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890479.jpg?v=1658504586,1,"Baby dungarees in dusty blush organic Egyptian cotton, front view",false,Baby Long Sleeve Bodysuit Dusty Blush — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton long sleeve bodysuit in Dusty Blush. GOTS certified, hypoallergenic. Sizes 3-18M. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890479.jpg?v=1658504586,kg,,100.31,true,,,active
longsleeved-baby-bodysuit-dusty-blush,,,,,,,,,6-9M,,,100% Organic Egyptian Cotton,,,,,BBL-BLUSH-6-9M,0.0,shopify,10,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910414.jpg?v=1658697938,2,"Baby dungarees in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890479.jpg?v=1658504586,kg,,100.31,,,,
longsleeved-baby-bodysuit-dusty-blush,,,,,,,,,9-12M,,,100% Organic Egyptian Cotton,,,,,OBBL-BLUSH-9-12MO,0.0,shopify,12,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910409.jpg?v=1658697938,3,"Baby dungarees in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890479.jpg?v=1658504586,kg,,100.31,,,,
longsleeved-baby-bodysuit-dusty-blush,,,,,,,,,12-18M,,,100% Organic Egyptian Cotton,,,,,OBBL-BLUSH-12-18MO,0.0,shopify,8,deny,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890475.jpg?v=1658697938,4,"Baby dungarees in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890479.jpg?v=1658504586,kg,,100.31,,,,
lounge-tee-sahara,"Kids Lounge Tee — Organic Egyptian Cotton, Sahara","<p>Simple, soft and made for everyday.</p>

<p>This lounge tee is crafted from 100% organic Egyptian cotton in a relaxed, slightly oversized fit. A classic crew neck T-shirt that feels exceptionally soft from the first wear and only gets better with time.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that's perfect for warm days, layering or lounging at home. Durable enough for everyday play while remaining gentle against skin.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Relaxed crew neck fit</li>
<li>Lightweight and breathable</li>
<li>Gets softer with every wash</li>
<li>GOTS certified organic</li>
</ul>

<p>In our warm Sahara — a rich, earthy neutral. Pairs beautifully with our Lounge Trousers or Shorts.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,TLT-SAH-2-3Y,0.0,shopify,14,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890365.jpg?v=1658503783,1,"Baby dungarees in dusty blush organic Egyptian cotton, front view",false,Kids Lounge Tee Sahara — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge tee in Sahara. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890365.jpg?v=1658503783,kg,,101.48,true,,,active
lounge-tee-sahara,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,TLT-SAH-3-4Y,0.0,shopify,23,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900601.jpg?v=1658694685,2,"Baby dungarees in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890365.jpg?v=1658503783,kg,,101.48,,,,
lounge-tee-sahara,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,TLT-SAH-4-5Y,0.0,shopify,17,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890370.jpg?v=1658694685,3,"Baby dungarees in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890365.jpg?v=1658503783,kg,,101.48,,,,
lounge-tee-sahara,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,TLT-SAH-5-6Y,0.0,shopify,16,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890376.jpg?v=1658694685,4,"Baby dungarees in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890365.jpg?v=1658503783,kg,,101.48,,,,
lounge-tee-dusky-blue,"Kids Lounge Tee — Organic Egyptian Cotton, Dusky Blue","<p>Simple, soft and made for everyday.</p>

<p>This lounge tee is crafted from 100% organic Egyptian cotton in a relaxed, slightly oversized fit. A classic crew neck T-shirt that feels exceptionally soft from the first wear and only gets better with time.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that's perfect for warm days, layering or lounging at home. Durable enough for everyday play while remaining gentle against skin.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Relaxed crew neck fit</li>
<li>Lightweight and breathable</li>
<li>Gets softer with every wash</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. Pairs beautifully with our Lounge Trousers or Shorts.</p>",Caico Cotton,Uncategorized,"","children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,TLT-BLUE-2-3Y,0.0,shopify,15,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890382.jpg?v=1658503537,1,"Baby dungarees in dusty blush organic Egyptian cotton, front view",false,Kids Lounge Tee Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge tee in Dusky Blue. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890382.jpg?v=1658503537,kg,,101.48,true,,,active
lounge-tee-dusky-blue,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,TLT-BLUE-3-4Y,0.0,shopify,19,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890844.jpg?v=1658692587,2,"Baby dungarees in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890382.jpg?v=1658503537,kg,,101.48,,,,
lounge-tee-dusky-blue,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,TLT-BLUE-4-5Y,0.0,shopify,18,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890754.jpg?v=1658692587,3,"Baby dungarees in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890382.jpg?v=1658503537,kg,,101.48,,,,
lounge-tee-dusky-blue,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,TLT-BLUE-5-6Y,0.0,shopify,18,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890383.jpg?v=1658692587,4,"Baby dungarees in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890382.jpg?v=1658503537,kg,,101.48,,,,
